,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type
10295552,True,False,600.0,1.0,,,True,,,,,,,,,,,3800,Duplex
10226119,True,False,795.0,3.0,174.0,True,False,,,,,,,,2.0,,,4920,Maison
10142888,True,False,895.0,1.0,100.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1330,Appartement
9892593,True,False,630.0,1.0,,True,False,,,,,,,,,,,3720,Appartementdeservice
10069169,True,False,920.0,3.0,160.0,True,,,,,True,1200.0,,,3.0,,"
                                    Excellent état
                                ",7020,Maisonbel-étage
10214177,True,False,895.0,2.0,130.0,True,False,,,,,,,,3.0,False,"
                                    Fraîchement rénové
                                ",9190,Duplex
10232771,True,False,710.0,2.0,,True,,,,,,,,,,False,,3800,Rez-de-chaussée
10124623,True,False,950.0,3.0,215.0,,,,,,True,207.0,,,4.0,False,"
                                    Excellent état
                                ",4600,Maison
10268098,True,False,900.0,3.0,125.0,True,False,,,,,,,,,,"
                                    Fraîchement rénové
                                ",1301,Appartement
10140421,True,False,1000.0,4.0,150.0,True,False,,,,,,,,,False,"
                                    Bon
                                ",3581,Duplex
10257999,True,False,1015.0,3.0,86.0,True,False,,,,True,80.0,,,2.0,,,1420,Maison
10274651,True,False,900.0,2.0,80.0,,False,,True,,,,,,,False,,8300,Appartement
10233949,True,False,1025.0,3.0,169.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3770,Duplex
10152553,True,False,1400.0,3.0,270.0,,,,,,True,1200.0,,,4.0,False,"
                                    Fraîchement rénové
                                ",7060,Maison
10247723,True,False,900.0,1.0,,True,False,,,,,,,,,,"
                                    Bon
                                ",9200,Appartement
10292824,True,False,850.0,2.0,,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",3950,Rez-de-chaussée
10027071,True,False,3700.0,5.0,315.0,True,False,,True,,,,,,4.0,,"
                                    Excellent état
                                ",3080,Maison
10143070,True,False,900.0,3.0,130.0,True,False,,True,,,,,,3.0,,"
                                    Excellent état
                                ",9420,Duplex
10292825,True,False,860.0,2.0,,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",3950,Rez-de-chaussée
10304125,True,False,500.0,1.0,87.0,True,True,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3001,Logementétudiant
10282485,True,False,920.0,1.0,60.0,True,False,,True,,,,,,,,,1348,Appartement
10184944,True,False,875.0,2.0,110.0,True,False,,,,"['\n                                    À définir\n                                ', 1973, 4, 1, 110, 28, '\n                                    Équipée\n                                ', 14, 2, 14, 11, False, 1, 2, False, False, 612, True, '\n                                    Est\n                                ', 452, '\n                                                                    E\n                                                            ', 20140610, False, False, False, '\n                                Mazout\n                            ', False, True, False, ""\n                                    Zone d'extension d'habitat\n                                "", 875, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 19, 3471]",,,,4.0,,,3530,Bungalow
10184211,True,False,930.0,1.0,60.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",9300,Appartement
10293411,True,False,550.0,,43.0,True,False,,,,,,,,,,,4020,Studio
10191629,True,False,880.0,3.0,101.0,True,False,,True,,True,106.0,,,3.0,,"
                                    Excellent état
                                ",3770,Maison
10197087,True,False,940.0,1.0,70.0,True,True,,,,,,,,3.0,False,"
                                    Excellent état
                                ",1000,Appartement
10304164,True,False,995.0,3.0,112.0,True,,,,,,,,,3.0,False,"
                                    Excellent état
                                ",3000,Appartement
10247601,True,False,1050.0,3.0,200.0,,False,,True,,,,,,4.0,,"
                                    Bon
                                ",3560,Villa
10285094,True,False,945.0,3.0,,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",4000,Appartement
10274674,True,False,1050.0,2.0,118.0,True,,,True,,"[15, 2022, 10, 118, '\n                                    Équipée\n                                ', 2, 14, 10, False, 1, 1, False, False, 118, 10, '\n                                        Connecté\n                                    ', True, True, '\n                                    Nord-est\n                                ', True, False, False, '\n                                                                    Nieuwbouw - EPB-dossier\n                                                            ', False, False, '\n                                Gaz\n                            ', True, True, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1050, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 128, '\n                                                    http://www.rovavastgoed.be\n                                                ', 45]",,,,,,,3620,Maison
10294194,True,False,1275.0,2.0,100.0,True,False,,,,,,,,3.0,,,9080,Appartement
10257213,True,False,950.0,2.0,116.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3300,Appartement
10274673,True,False,1250.0,3.0,155.0,True,,,True,,"[15, 2022, 10, 155, '\n                                    Équipée\n                                ', 11, 3, 12, 10, 28, False, 1, 2, False, False, 155, 10, '\n                                        Connecté\n                                    ', True, True, '\n                                    Nord-est\n                                ', True, False, False, '\n                                                                    Nieuwbouw - EPB-dossier\n                                                            ', False, False, '\n                                Gaz\n                            ', True, True, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1250, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 128, '\n                                                    http://www.rovavastgoed.be\n                                                ', 46]",,,,,,,3620,Maison
